Title,Description,Tips
"Pea Seeds Magnolia Blossom Tendril","An innovative hypertendril snap pea bred by Dr. Alan Kapuler.  Hypertendril plants make enlarged tendrils in place of some leaves. The tendrils make for a more open habit, allowing better air flow and reducing diseases.  They are also great to eat!  Wonderful in salads or as a garnish, and they taste just like peas!  Sturdy 5- to 8-foot plants are very productive and yield deliciously sweet snap peas for weeks.  Vigorous vines produce bicolor flowers.70 days6-12 hours of SunSprouts in 10-30 DaysIdeal Temperature: 45-80 Degrees FSeed Depth: 1\"Plant Spacing: 4\"Frost Hardy: YesPisum sativum","Sow in place in very early spring, 4-6 weeks ahead of last frost date, or in later summer for fall harvest. Trellis vining types for best results."
"Pea Seeds Mammoth Melting Sugar Snow","Large, sweet-flavored pods; tall, 4-feet plants. Needs cool weather to give good yields. Pods are tasty stir fried or in salads. Pick before the peas inside start to get large. An heirloom variety that has been popular for many years.70 days6-12 hours of SunSprouts in 10-30 DaysIdeal Temperature: 45-80 Degrees FSeed Depth: 1\"Plant Spacing: 4\"Frost Hardy: YesPisum sativum","Sow in place in very early spring, 4-6 weeks ahead of last frost date, or in later summer for fall harvest. Trellis vining types for best results."
"Pea Seeds Sugar Bon Snap","The Sugar Bon pea is a delightful dwarf variety that matures early, is suitable for spring or fall planting, and produces sublimely sweet 3-inch pods borne on 1-2 foot tall plants. Plants produce mega yields of the crispy, crunchy sweet and snackable peas that have both edible pods and peas. This early, high yielder is tidy and prolific, making it a perfect choice for tucking into square-foot gardens, under row covers in cool weather, or for mingling in your cottage garden among the flowers or in tidy container gardens.55 days6-12 hours of SunSprouts in 10-30 DaysIdeal Temperature: 45-80 Degrees FSeed Depth: 1\"Plant Spacing: 6\"Frost Hardy: YesPisum sativum","Sow in place in very early spring, 4-6 weeks ahead of last frost date, or in later summer for fall harvest. Trellis vining types for best results."
"Pea Seeds Sugar Daddy Snap","Superbly snackable and intensely tasty, this is a truly stringless edible-podded sugar snap pea with a brix (natural sugar) level that is just off the charts! The semi-dwarf vines reach just 24 inches tall and can be trellised or allowed to grow without support. Each bushy vine produces a bounty of 3-inch-long pods that can be eaten whole or shelled. They are amazing either way! A perfect choice for beginner gardeners as they’re easy to grow and so rewarding.  Even the more ardent vegetable hater cannot resist the Sugar Daddy pea!60-65 days6-12 hours of SunSprouts in 10-30 DaysIdeal Temperature: 45-80 Degrees FSeed Depth: 1\"Plant Spacing: 4\"Frost Hardy: YesPisum sativum","Sow in place in very early spring, 4-6 weeks ahead of last frost date, or in later summer for fall harvest. Trellis vining types for best results."
"Pea Seeds Sugar Magnolia Tendril","A marvelous innovation in sugar snap pea breeding from Dr. Alan Kapuler, the first ever purple-podded sugar snap pea! We love the dusty purple-blue pods that really pop in a sea of green foliage. These vigorous vines  can reach up to 8 feet tall in the garden and cover a trellis so nicely.  The purple blossoms and profuse tendrils make this an incredible edible ornamental--so dainty! The flavor is perfect, not too sweet, with a great snap!50 days6-12 hours of SunSprouts in 10-30 DaysIdeal Temperature: 45-80 Degrees FSeed Depth: 1\"Plant Spacing: 4\"Frost Hardy: YesPisum sativum","Sow in place in very early spring, 4-6 weeks ahead of last frost date, or in later summer for fall harvest. Trellis vining types for best results."
"Pea Seeds Tom Thumb Garden","Tom Thumb is absolutely the best pea variety for container planting! Reaching only 8 to 9 inches in height, it’s grown mainly as a shelling type, but the pods are also sweet, tender, and delicious when harvested very young. This variety excels when tucked into small spaces around the garden, and for cold-frame production very early or very late in the season. This unusual heirloom originated in England and was first introduced in the U.S. by Landreth Seeds, Philadelphia, in 1854. Even more frost tolerant than most other pea varieties, and, naturally, it requires no staking!50-55 days6-12 hrs of SunSprouts in 10-30 DaysIdeal Temperature: 45-80 FSeed Depth: 1\"Plant Spacing: 4\"Frost Hardy: YesPisum sativum","Sow in place in very early spring, 4-6 weeks ahead of last frost date, or in later summer for fall harvest. Trellis vining types for best results."
"Peanut Seeds Schronce's Black","An heirloom variety improved by Gordon Schronce of Iron Station, North Carolina. Over a period of several years, after beginning with a few black peanuts a friend had given him, Gordon hand selected those seeds that had darker skins and more seeds per shell. Thanks to his efforts, the Schronces Black is darker, often has 3 to 4 seeds per shell, and is slightly sweeter than the similar Carolina Black Peanut. And it is black! Makes for a stunning arrangement when served with the Tennessee Red peanut. Requires about 125 to 140 days to harvest.Sprouts: 7 - 14 daysIdeal Temp: 70 - 90Seed Depth: 1 - 2 inchesPlant Spacing: 6 - 8\"Frost Hardy: NoFull SunArachis hypogaea","Grown in very warm, loose sandy soil. Keep well weeded; flowers need a clear path to send down pegs that hit the soil and make a peanut."
"Peanut Seeds Tennessee Red","A treasured heirloom that has been grown since before 1930, each pod contains from 2-5 red-skinned, mild, sweet kernels. A Valencia type, earlier than the Virginia strains. Superior for roasting or boiling, which is a preferred method of preparing them in the Deep South.Sprouts: 7 - 14 daysIdeal Temp: 70 - 90Seed Depth: 1 - 2 inchesPlant Spacing: 6 - 8\"Frost Hardy: NoFull SunArachis hypogaea","Grown in very warm, loose sandy soil. Keep well weeded; flowers need a clear path to send down pegs that hit the soil and make a peanut."
"Petunia Seeds Balcony Mix","This old petunia was popular with gardeners throughout much of the first part of the 20th century, but has nearly been lost to cultivation because of seed companies’ interests in selling newer varieties. This variety has delightfully fragrant blooms in shades of rose, lavender and purple. Trailing plants are perfect for adding color and fragrance to window boxes and hanging baskets. Edible flowers are fun in salads.AnnualFull SunSprouts in 7-14 DaysSeed Depth: Surface SowIdeal Temperature: 75-80 FPlant Spacing: 6-8\"Frost Hardy: YesPetunia hybrida pendula","Surface sow, keep uniformly moist and very warm. Grow the tiny seedlings indoors for 8-10 weeks, set out after last frost. Pinching young shoots makes for more compact habit."
"Petunia Seeds Greetings from Jaroměře","Petunia Pozdrav z Jaroměře - An eye-popping petunia with an outstanding mix of frilled, double and single, bicolored blooms in bubble­gum pink and white. Plants stand just over 1 foot tall and are smothered in highly decorative heads, almost unrecogniz­able as petunias … except to pollinators, who can’t seem to get enough of this variety! Jaroměř is a town in the Czech Republic, where Cerny Seed Company is located. Cerny developed this old favorite in 1937. Try this stunning pe­tunia in beds, borders, containers, hanging baskets, window boxes and anywhere in need of some extra sparkle!Full SunSprouts in 7-14 DaysSeed Depth: Surface SowIdeal Temperature: 75-80 FPlant Spacing: 10-12\"Frost Hardy: NoPetunia superbissima","Surface sow, keep uniformly moist and very warm. Grow the tiny seedlings indoors for 8-10 weeks, set out after last frost. Pinching young shoots makes for more compact habit."
"Petunia Seeds Karkulka","This bicolored, bubblegum-pink and white petunia has frayed and ruffled edges, making it one of the most cheerful and eye-catching varieties we have ever seen. Plants reach just over 1 foot tall and are smothered with these fascinating 2- to 2.5-inch blooms. This variety was bred by Cerny Seed Company in the Czech Republic, where it is enjoyed as a bedding or container petunia, praised for its versatility.Full SunSprouts in 7-14 DaysSeed Depth: Surface SowIdeal Temperature: 75-80 FPlant Spacing: 6-8\"Frost Hardy: NoPetunia hybrida","Surface sow, keep uniformly moist and very warm. Grow the tiny seedlings indoors for 8-10 weeks, set out after last frost. Pinching young shoots makes for more compact habit."
"Petunia Seeds Lace Veil","Petunia Krajkový závoj (Lace Veil) A superb and completely unique petunia with fascinating, frazzled edges. These 3-inch blooms are bordered in fine ruffles, giving the blooms an appearance of delicate lace. This dazzling snow-white variety hails from the Czech Republic and is one of our favorites. It is exceptionally well suited to growing in containers, from hanging baskets to window boxes and pots!Full SunSprouts in 7-14 DaysSeed Depth: Surface SowIdeal Temperature: 75-80 FPlant Spacing: 6-8\"Frost Hardy: NoPetunia hybrida","Surface sow, keep uniformly moist and very warm. Grow the tiny seedlings indoors for 8-10 weeks, set out after last frost. Pinching young shoots makes for more compact habit."
"Petunia Seeds Sparklers","A dazzling petunia with diminutive purple blooms like a cluster of stars! This unique petunia is semitrailing, reaching about 14 inches wide and 12 inches high. When the British seed company Thompson and Morgan was sent a sample of a white petunia with unusually small sized flowers, they spent 10 years selecting and perfecting this variety from that original seed stock, releasing this eye-catching mix! The variety has received the prestigious Fleuroselect Novelty award and is a perfect fix for the flower bed, containers and any other spot needing a cheer up!AnnualFull SunSprouts in 7-14 DaysSeed Depth: Surface SowIdeal Temperature: 75-80 FPlant Spacing: 6-8\"Frost Hardy: YesPetunia hybrida","Surface sow, keep uniformly moist and very warm. Grow the tiny seedlings indoors for 8-10 weeks, set out after last frost. Pinching young shoots makes for more compact habit."
"Petunia Seeds Superbissima Cerny's Triumph Mix","A fabulous mix of heavily ruffled, mammoth blooms in a range of colors and forms. Tones of lavender, plum, purple and ivory make this a sweet mix. All blooms have deeply ruffled edges; some are double petaled and some are single. Plants average 1-2 feet in height and are smothered in massive, 5- to 7-inch flowers. This variety comes from Cerny Seed Company in the Czech Republic. Pollinators can’t resist this variety, and it produces delicious edible flowers.Full SunSprouts in 7-14 DaysSeed Depth: Surface SowIdeal Temperature: 75-80 FPlant Spacing: 10-12\"Frost Hardy: NoPetunia superbissima","Surface sow, keep uniformly moist and very warm. Grow the tiny seedlings indoors for 8-10 weeks, set out after last frost. Pinching young shoots makes for more compact habit."
"Petunia Seeds Superbissima Cosmic Cherry","Truly one of the most whimsical flowers we have ever seen!  The flower heads have ruffled edges and reach a whopping 7 inches across, in a mix of magenta to violet colors. This variety from Cerny Seed Company in the Czech Republic is a favorite in the Baker Creek trial garden… and the kitchen! This edible flower has a delicious  flavor that can be used in baking and homemade beverages. We enjoyed making doughnuts using these petunias to impart that essential floral note. Add this fantastic mix to pots, beds, borders and children’s gardens for a touch of magic.Full SunSprouts in 7-14 DaysSeed Depth: Surface SowIdeal Temperature: 75-80 FPlant Spacing: 10-12\"Frost Hardy: NoPetunia superbissima","Surface sow, keep uniformly moist and very warm. Grow the tiny seedlings indoors for 8-10 weeks, set out after last frost. Pinching young shoots makes for more compact habit."
"Petunia Seeds Superbissima Giant Alba","Massive white and pink tinted blooms with dramatically veined throats and heavily ruffled edges make Alba stand out in the garden. We love these compact plants, which reach just 9 inches tall and 28 inches wide and smothered in huge 5-7 inch blooms. This variety comes from Cerny Seed Company in the Czech Republic. It is extremely attractive to pollinators and produces delicious edible flowers. At the Baker Creek test kitchen we included the blooms in a delicious cherry-almond flavored beverage!Full SunSprouts in 7-14 DaysSeed Depth: Surface SowIdeal Temperature: 75-80 FPlant Spacing: 10-12\"Frost Hardy: NoPetunia superbissima","Surface sow, keep uniformly moist and very warm. Grow the tiny seedlings indoors for 8-10 weeks, set out after last frost. Pinching young shoots makes for more compact habit."
"Petunia Seeds Superbissima Giant Rose","Gargantuan rose colored blooms with deeply ruffled edges will have you wondering if this is actually a petunia! This is the amazing petunia that we used in the Baker Creek test kitchen to make \"cherry\" limeade. Boil the petals for a teal-colored beverage; adding a squeeze of lime will turn the mixture bright pink! This “superbissima type” petunia has blooms that reach almost 7 inches across. It comes from Cerny Seed Company in the Czech Republic. The blooms are sweetly scented and have a cherry-like flavor. This mammoth petunia looks stunning in pots, beds and borders, and it is also highly attractive to a range of pollinators.Full SunSprouts in 7-14 DaysSeed Depth: Surface SowIdeal Temperature: 75-80 FPlant Spacing: 10-12\"Frost Hardy: NoPetunia superbissima","Surface sow, keep uniformly moist and very warm. Grow the tiny seedlings indoors for 8-10 weeks, set out after last frost. Pinching young shoots makes for more compact habit."
"Petunia Seeds Wild Violet","Annual. A native wildflower of South America with fascinating history. The low-growing, heat-tolerant Petunia violacea is floriferous and easy to grow, blooming all summer long. Native to the Ecuador highlands, this plant was traditionally used as a hallucinogenic, with reported sensations of flying or floating. Because the chemicals have not been widely studied, we recommend against ingesting or experimenting with it. We do, however, love it as a versatile bedding or container plant. Full SunSprouts in 7-14 DaysSeed Depth: Surface SowIdeal Temperature: 75-80 FPlant Spacing: 6-8\"Frost Hardy: YesPetunia violacea","Surface sow, keep uniformly moist and very warm. Grow the tiny seedlings indoors for 8-10 weeks, set out after last frost. Pinching young shoots makes for more compact habit."
"Phlox Seeds Sugar Stars","Fragrant blooms in an unusual range of colors for a Phlox—pale lavender to deep violet blue. White star-like centers and intricate contrasting striping complete the breathtaking vision of splendor. Bushy plants are incredible massed in borders, in front of walls, or of course for cutting gardens. Plants reach 2 feet in height, blooming over a very long season. Butterflies love them, too!AnnualFull SunSprouts in 5-10 DaysSeed Depth: 1/8\"Ideal Temperature: 60-65 FPlant Spacing: 8-12\"Frost Hardy: NoPhlox drummondii","Direct sow in place as soon as soil can be worked. Plants require full sun, rather rich, humusy soil and moderate moisture."
"Phlox Seeds Twinkles Dwarf Mix","Deeply fringed or indented petal margins give the impression of far more than 5 petals that are actually present. A diversity of streaks, stripes, and zoning makes \"Twinkles\" really shine, in the widest possible range of phlox colors, too! Compact plants rarely exceed 9 inches and are perfect for edging. Makes a superior container variety when situated so that the intricate details of each unique flower can be appreciated up close.AnnualFull SunSprouts in 5-10 DaysSeed Depth: 1/8\"Ideal Temperature: 60-65 FPlant Spacing: 8-12\"Frost Hardy: NoPhlox drummondii cuspidata var. stellaris","Direct sow in place as soon as soil can be worked. Plants require full sun, rather rich, humusy soil and moderate moisture."
"Pitcher Plant Carnivorous White Topped (1 rhizome ships promptly)","Bare Root Rhizomes, Ready To Grow!At their Botanique nursery in Virginia, botanist Robert Sacilotto and co-owner Butch Bailey have been careful stewards of rare, and often endangered, species of carnivorous plants for decades, and they now have more than 80,000 such plants! (Sarracenia leucophylla) USDA zones 7 and up (zones 5-6 with protection). This amazing insect-eating perennial is native to the deep southeastern portion of the U.S. Lovely flowers are various shades of red. Amazing trumpet-like frilled foliage, (the pitchers), are white-topped and delicately marbled with red and/or green veins. First-year plants usually make 1–3 pitchers in the spring, some flat leaves in midsummer, and 1-3 of the most colorful pitchers in late Aug.–Oct.  The plants require an acidic, low mineral soil and moist to wet conditions, This can easily be accomplished by container planting in a mix of peat moss and sand or perlite. Full sun for five hours or more is required; indoor growing is not advised, due to light and dormancy needs.  We ship 100% nursery- propagated bare root mature rhizomes, ready to plant and start growing. Growing instructions sent with order. ",""
"Pitcher Plant Seeds Mix","Sarracenia, or trumpet pitcher plants, are beautiful, fascinating carnivorous plants native to North America. At their Botanique nursery in Virginia, botanist Robert Sacilotto and co-owner Butch Bailey have been careful stewards of rare, and often endangered, species of carnivorous plants for decades.  We are so pleased to offer their exquisite mix of seeds for Sarracenia varieties, chosen for their beauty. The mix will vary, but may include:  Sarracenia alata, the Pale Pitcher plant. The very slender, tall pitchers reach 26 inches or more.  S. flava, the Yellow Pitcher plant, has tall, showy funnels and a wide variety of color variants.  The showy pitchers of S. lucophylla, or White-topped pitcher, have many color variations and a striking stained-glass pattern. This mix may include Botanique’s Hot Pink lucophylla, which really put on a show in late summer and fall. S. minor, the Hooded Pitcher plant, has pitchers of 6 to 10 inches tall. The translucent windows on the back of the pitcher confuse prey as to which way is out.  S. purpurea, the Purple Pitcher plant, is the most widespread and familiar species of Sarracenia. The green pitchers, usually with red veins or zones, turn to deep burgundy when the weather gets cold. S. psittacina, the Parrot Pitcher plant, produces rosettes of teardrop-shaped pitchers with bulbous heads and a beak-like opening. The flowers are deep red, and the leaves are marked with red veins and white spots. Rob likens this mix to a “Sarracenia lottery, only the odds of getting amazing plants are much, much better!” Sarracenia plants are perennial and cold hardy. They are very much at home at the water’s edge or as part of a bog garden. Botanique recommends mulching them in USDA zones 6 and 7, where temperatures drop below zero, and protecting them against prolonged freezing temperatures north of zone 6. For the best growth, Sarracenia plants need at least six hours of direct sun during spring and summer.  Seeds require a period of moist stratification before starting. Detailed instructions for stratifying seeds will be included with each order. For instructions on how to germinate, start, grow, and save sarracenia, see our growing guide.** All images Pitcher Plant varieties in this mix are courtesy of Robert Sacilotto. ",""
"Pomegranate Red (2 plants) SHIPS PROMPT","This is a delicious and extra-sweet selection from Hawaii with standard-sized red fruit. Pomegranate trees prefer a warmer climate and perform best in zones 8-10, situated in well-drained and loamy soil with a pH range of 5.5 to 7.2.   Learn More >>Please consider these terms before ordering live plants: Most plants will be 3\" -7\" in height. Please ensure you are ready for your order in your zone, as these young, tender plants generally have no resistance to cold. ",""
"Poppy Seeds Amazing Grey","Shirley type. Drama and intrigue abound wherever the Amazing Grey Poppy grows! Petals have the look of crushed silk, dip dyed in Earl Grey lavender, sophisticated and light as a feather blowing in the breeze. The Shirley poppy is an iconic annual type poppy; Amazing Grey is highly sought after. Its elegant look is arresting both in the landscape and arrangements. A cult favoriite of high-end florists who reserve Amazing Grey for the finest design work.AnnualFull SunSprouts in 14-21 DaysSeed Depth: Surface SowIdeal Temperature: 60-65 FPlant Spacing: 8-10\"Frost Hardy: YesPapaver rhoeas","Direct sow in late fall, or in spring as soon as soil can be worked. Surface sow, just barely covering. Grows best in cool, early spring conditions in rich soil, with moderate moisture."
"Poppy Seeds American Legion","This Flanders poppy grew in Europe in World War I, and the name “American Legion” honors the soldiers who died. Bright red blooms cover plants, it grows and blooms very easily.AnnualFull SunSprouts in 14-21 DaysSeed Depth: Surface SowIdeal Temperature: 60-65 FPlant Spacing: 8-10\"Frost Hardy: YesPapaver rhoeas","Direct sow in late fall, or in spring as soon as soil can be worked. Surface sow, just barely covering. Grows best in cool, early spring conditions in rich soil, with moderate moisture."
"Poppy Seeds Black Peony","A deeply dramatic poppy, with intricately ruffled blooms in shades of obsidian to dark burgundy. The flowers are fully double and so large, from 3-5 inches across! This show-stopping variety stuns in the landscape or in arrangements, and it's unique in that the seedpods also make a wonderful addition to dried flower designs. These annual plants stand 3-4 feet in height and will readily self sow in the garden.AnnualFull SunSprouts in 14-21 DaysSeed Depth: Surface SowIdeal Temperature: 60-65 FPlant Spacing: 8-10\"Frost Hardy: YesPapaver somniferum var. paeoniflorum","Direct sow in late fall, or in spring as soon as soil can be worked. Surface sow, just barely covering. Grows best in cool, early spring conditions in rich soil, with moderate moisture."
"","Gorgeous double flowers have exotic, frilly petals of rich burgundy to almost black. One of the most unique and stunning varieties you can grow!AnnualFull SunSprouts in 14-21 DaysSeed Depth: Surface SowIdeal Temperature: 60-65 FPlant Spacing: 8-10\"Frost Hardy: YesPapaver somniferum var. paeoniflorum","Direct sow in late fall, or in spring as soon as soil can be worked. Surface sow, just barely covering. Grows best in cool, early spring conditions in rich soil, with moderate moisture."
"Poppy Seeds Cream Peony","Invite the Cream Peony poppy into your garden and you will be rewarded with massive, alabaster orbs! Opulent, opalescent blooms reach 4 inches across and are fully double. We love to see it romanticize a garden design and fill out floral arrangements, as it is also a great cutting type! Plants stand 3-4 feet tall, painting the landscape with large dollops of cream that sway in the breeze.8-12 hours of SunSprouts in 14-21 DaysIdeal Temperature: 60-65 Degrees FSeed Depth: Surface SowPlant Spacing: 12\"Frost Hardy: YesPapaver somniferum","Direct sow in late fall, or in spring as soon as soil can be worked. Surface sow, just barely covering. Grows best in cool, early spring conditions in rich soil, with moderate moisture."
"Poppy Seeds Crimson Feathers","Three cheers for this brilliant crimson red pompom style annual poppy! The highly doubled, frilled heads make a wild statement in the landscape with their unusual form and stunning color. Plants stand 3-4 feet tall with misty blue-green ruffled foliage and massive blooms that reach 4-5 inches across! A loud and eye-catching variety to use as a focal point in containers, beds and borders. Annual that readily reseeds.8-12 hours of SunSprouts in 14-21 DaysIdeal Temperature: 60-65 Degrees FSeed Depth: Surface SowPlant Spacing: 12\"Frost Hardy: YesPapaver somniferum","Direct sow in late fall, or in spring as soon as soil can be worked. Surface sow, just barely covering. Grows best in cool, early spring conditions in rich soil, with moderate moisture."
"Poppy Seeds Danish Flag","Enormous flowers reach 6\" across. Each is intricately crinkled and feathered or frilled, of unbelievably vivid scarlet. At the center of each is a snow-white Greek cross. The variety does indeed resemble the national flag of Denmark: a white cross on a scarlet field. Flowers attain a height of about 30\". Breathtaking in mass plantings!AnnualFull SunSprouts in 14-21 DaysSeed Depth: Surface SowIdeal Temperature: 60-65 FPlant Spacing: 8-10\"Frost Hardy: YesPapaver somniferum","Direct sow in late fall, or in spring as soon as soil can be worked. Surface sow, just barely covering. Grows best in cool, early spring conditions in rich soil, with moderate moisture."
"Poppy Seeds Falling In Love","Our new favorite, as it was the first to flower, with loads of blushing blooms all spring! Just try not to fall in love with this poppy with petals like vibrant silk! Its gleaming jewel tones of coral, salmon, rose and cerise make it a must have for any garden design. The dazzling blooms are semi double to fully double with picotee edging. The nodding blooms will gently blow in the breeze, beckoning pollinators and enthralling onlookers. This annual type poppy self sows, producing 18-30 inch tall plants with blooms that reach 3 inches across.8-12 hours of SunSprouts in 14-21 DaysIdeal Temperature: 60-65 Degrees FSeed Depth: Surface SowPlant Spacing: 10\"Frost Hardy: YesPapaver rhoeas","Direct sow in late fall, or in spring as soon as soil can be worked. Surface sow, just barely covering. Grows best in cool, early spring conditions in rich soil, with moderate moisture."
"Poppy Seeds Flemish Antique","Beautiful, large double blooms in shades of rose, all striped with creamy white. This poppy resembles those once seen in antique herbal books. The dried pods are filled with seeds that can be used in baking. Simply gorgeous! Your garden will be blessed with the simple elegance of this stunning selection.AnnualFull SunSprouts in 14-21 DaysSeed Depth: Surface SowIdeal Temperature: 60-65 FPlant Spacing: 8-10\"Frost Hardy: YesPapaver somniferum","Direct sow in late fall, or in spring as soon as soil can be worked. Surface sow, just barely covering. Grows best in cool, early spring conditions in rich soil, with moderate moisture."
"Poppy Seeds Florist Pepperbox","Breadseed-type poppy in shades of red, purple, and pink. The papery blooms are so large and showy! And after blooming is done, large pods yield blue-gray poppy seeds, ideal for use in baking and confections. Simply shake the seeds out and store them, then use the empty pods in dried arrangements. At 3-4' feet in height, the brilliant flowers and prickly, gray-green foliage are quite a sight!AnnualFull SunSprouts in 14-21 DaysSeed Depth: Surface SowIdeal Temperature: 60-65 FPlant Spacing: 8-10\"Frost Hardy: YesPapaver somniferum","Direct sow in late fall, or in spring as soon as soil can be worked. Surface sow, just barely covering. Grows best in cool, early spring conditions in rich soil, with moderate moisture."
"Poppy Seeds Frosted Salmon","Giant 4-5 inch flowers are fully double and bright salmon pink with creamy frosted edges that make this variety simply stunning! and magnificent in the garden. After flowering, it also produces unique seed pods popular in dried arrangements. An annual that really makes a bold statement with its richly colored blooms.AnnualFull SunSprouts in 14-21 DaysSeed Depth: Surface SowIdeal Temperature: 60-65 FPlant Spacing: 8-10\"Frost Hardy: YesPapaver somniferum","Direct sow in late fall, or in spring as soon as soil can be worked. Surface sow, just barely covering. Grows best in cool, early spring conditions in rich soil, with moderate moisture."
"Poppy Seeds Giant Rattle Breadseed","Massive, blue-green poppy pods are the size of a golf ball and make an exotic and intriguing floral design element. When dried, they are full of delicious bread seeds! The 3 foot plants have sturdy stems and produce large, single lavender-to-pink blooms. Petals fall back, revealing humongous pods, which are among the largest of any poppy we have grown! Highly sought after by flower farmers, high-end floral designers, and home gardeners alike. Loads of seeds are stuffed into these big pods, making it a popular choice among bakers and heirloom chefs!Full SunSprouts in 14-21 DaysSeed Depth: Surface SowIdeal Temperature: 60-65 FPlant Spacing: 8-10\"Frost Hardy: YesPapaver somniferum","Direct sow in late fall, or in spring as soon as soil can be worked. Surface sow, just barely covering. Grows best in cool, early spring conditions in rich soil, with moderate moisture."
"Poppy Seeds Hens and Chickens","Extraterrestrial and out of this world! The Hen and Chickens poppy is highly coveted by fine florists who use the unusual seed heads in arrangements. Named for its unusual habit of forming small clusters of smaller seed pods in a halo shape around the main seed pod, like a momma hen and her chicks. The fresh flowers are gorgeous in their own right, with silky pink petals splashed with purple. As the petals fall, the strikingly unusual form of the seed pods is fully revealed! Plants stand 2.5-3 feet tall on long slender stems, excellent for cutting and drying. Annualy that easily self sows.AnnualFull SunSprouts in 14-21 DaysSeed Depth: Surface SowIdeal Temperature: 60-65 FPlant Spacing: 8-10\"Frost Hardy: YesPapaver somniferum","Direct sow in late fall, or in spring as soon as soil can be worked. Surface sow, just barely covering. Grows best in cool, early spring conditions in rich soil, with moderate moisture."
"Poppy Seeds Hungarian Blue Breadseed","Annual. A graceful and gorgeous poppy from Hungary, beloved for its tasty seeds. This edible breadseed poppy produces dazzling purple petals that give way to large seed-filled pods. The pods are excellent for arranging, adding unique form to designs. The seeds are light blue with nutty flavor. An annual that easily self sows, we love to plant this poppy in drifts, creating a swaying sea of purple color. Many Hungarian recipes call for poppy seeds, from fillings for rolls and bread. There is even a traditional noodle dish with ground poppy seed topping.Full SunSprouts in 14-21 DaysSeed Depth: Surface SowIdeal Temperature: 60-65 FPlant Spacing: 8-10\" Frost Hardy: YesPapaver somniferum","Direct sow in late fall, or in spring as soon as soil can be worked. Surface sow, just barely covering. Grows best in cool, early spring conditions in rich soil, with moderate moisture."
"Poppy Seeds Jelly Beans Mix","Perhaps the most high-octane colorful mix we have seen! These glorious double blooms dazzle in candy sweet colors of shimmering apricot, tangerine, cherry red and rose. These stunning flowers sway atop 8-12 inch stems, attracting beneficial insects such as hoverflies.70 days8-12 hours of SunSprouts in 14-21 DaysIdeal Temperature: 60-65 FSeed Depth: Surface SowPlant Spacing: 8-10\"Frost Hardy: YesEschscholzia californica","Direct sow in late fall, or in spring as soon as soil can be worked. Surface sow, just barely covering. Grows best in cool, early spring conditions in rich soil, with moderate moisture."
"Poppy Seeds Ladybird","Ladybird is a delightful domesticated version of a wildflower from the Caucasus, Turkey and Iran. Lipstick red poppy with black spots, these colorful blooms are reminiscent of ladybird beetle wings. A popular choice for maintained wildflower fields and patches and recipient of the prestigious R.H.S.’s Award of Garden merit. Gardeners have included the dainty Ladybird poppy in their garden designs for hundreds of years. Plants stand just 1-2 feet tall with 3-inch blooms; annual that self seeds. AnnualFull SunSprouts in 14-21 DaysSeed Depth: Surface SowIdeal Temperature: 60-65 FPlant Spacing: 8-10\"Frost Hardy: YesPapaver commutatum","Direct sow in late fall, or in spring as soon as soil can be worked. Surface sow, just barely covering. Grows best in cool, early spring conditions in rich soil, with moderate moisture."
"Poppy Seeds Lauren's Grape","This variety puts on a particularly sensational show in the garden. The 3-4.5 inch feather-light blooms seem to float atop wispy 2-3 foot stems. Magnificent wine-colored blooms and misty blue-green lettuce-leaf-type foliage creates a bold contrast. This dramatic poppy is a garden designer’s dream. It comes as no surprise that the variety was carefully selected and bred by Lauren Springer, a well-known garden designer and author! Lauren’s painterly style shines through in this bold, grape-purple poppy, perfect for creating whimsical landscapes! The clouds of purple blooms are ultra-attractive to pollinators, especially bees. Annual, self seeds readily98 days8-12 hours of SunSprouts in 14-21 DaysIdeal Temperature: 60-65 Degrees FSeed Depth: Surface SowPlant Spacing: 8-10\"Frost Hardy: YesPapaver somniferum"," Direct sow in late fall, or in spring as soon as soil can be worked. Surface sow, just barely covering. Grows best in cool, early spring conditions in rich soil, with moderate moisture."
"Poppy Seeds Lilac PomPom","Amazing double and semi-double lanciniata-type flowers in delicate lilac color. The large, frilly blooms are truly eye-catching in contrast to the blue-grey foliage of the plants. Just scatter the seeds in early spring and wait for the colorful blooms. One of the most unique and beautiful poppies you can grow!AnnualFull SunSprouts in 14-21 DaysSeed Depth: Surface SowIdeal Temperature: 60-65 FPlant Spacing: 8-10\"Frost Hardy: YesPapaver somniferum","Direct sow in late fall, or in spring as soon as soil can be worked. Surface sow, just barely covering. Grows best in cool, early spring conditions in rich soil, with moderate moisture."
"Poppy Seeds Mother of Pearl","A lovely mixture of misty and subtle shades! It's said late painter and gardener Sir Cedric Morris selected and named this mixture of pale and smoky colors as grey, lilac, mauve, pink, soft orange, and white. Flowers may have flecking in the same tones and some delightful picotees. It is one of the most subtle poppy mixtures to grow in the garden. Easy, direct seeding on almost any soil. Stunning!AnnualFull SunSprouts in 14-21 DaysSeed Depth: Surface SowIdeal Temperature: 60-65 FPlant Spacing: 8-10\"Frost Hardy: YesPapaver rhoeas","Direct sow in late fall, or in spring as soon as soil can be worked. Surface sow, just barely covering. Grows best in cool, early spring conditions in rich soil, with moderate moisture."
